respondent_id,age_group,gender,country,city,education_level,years_experience,domain_role,tech_primary,tech_secondary,salary_inr,employment_type,company_size,remote_work,job_satisfaction,work_life_balance,tools_used,languages_known,certification_count,projects_count,overtime_frequency,tenure_years,promotion_last_year,hours_per_week,industry,managers_count,team_size,performance_score,survey_year,comments
242,45-54,Other,India,Bengaluru,Masters,11,Data Analyst,Power BI,TensorFlow,901358,Freelance,5000+,Remote,4,1,"Tableau, AWS","SQL, C++, R",2,13,Rarely,5.0,Yes,56,Education,1,10,3,2021,Learning a lot
243,25-34,Other,India,Delhi,Diploma,6,Software Engineer,R,Tableau,852728,Freelance,201-1000,Remote,5,5,"Spark, Power BI, Tableau, SQL","C++, R, Java",5,10,Rarely,4.2,No,49,Education,3,22,5,2022,Good place
244,45-54,Male,India,Delhi,PhD,2,Software Engineer,Excel,None,609824,Intern,5000+,On-site,1,5,"Tableau, AWS","SQL, Scala",5,9,Often,4.2,Yes,50,Finance,3,9,3,2022,Learning a lot
245,45-54,Male,India,Bengaluru,Bachelors,3,Software Engineer,SQL,Tableau,608282,Freelance,1001-5000,Hybrid,5,4,"None, Python, Power BI, Excel","SQL, Python, R",6,8,Always,1.8,Yes,60,Consulting,3,26,1,2021,Good place
246,35-44,Male,India,Mumbai,Masters,9,ML Engineer,Python,Azure,1457167,Part-time,51-200,Remote,5,5,Azure,"Java, Python, SQL",4,3,Sometimes,3.4,No,55,Consulting,5,8,4,2022,Stressful
247,25-34,Female,India,Mumbai,PhD,2,Data Analyst,Excel,TensorFlow,447330,Intern,5000+,Hybrid,1,3,"AWS, Power BI, R, Excel","Java, R, C++",0,1,Never,6.9,Yes,38,Education,3,10,3,2021,Satisfied
248,45-54,Male,India,Mumbai,Masters,7,Data Scientist,Excel,Tableau,1187116,Part-time,201-1000,Remote,2,4,"None, Spark, Python","Python, Java, C++",5,13,Sometimes,7.2,Yes,56,Finance,5,9,5,2021,Learning a lot
249,35-44,Female,India,Delhi,Diploma,9,BI Analyst,Python,None,1008423,Part-time,1001-5000,On-site,2,1,"Power BI, R, Tableau, SQL",SQL,1,4,Always,6.9,No,44,Retail,5,5,3,2022,Satisfied
250,35-44,Male,India,Bengaluru,PhD,12,ML Engineer,Excel,Spark,1399456,Intern,5000+,Remote,1,1,"SQL, AWS","R, SQL",0,12,Always,4.3,No,34,IT,2,6,5,2021,Good place
251,45-54,Other,India,Mumbai,Diploma,6,Software Engineer,SQL,None,699878,Part-time,201-1000,Hybrid,4,4,"Spark, Power BI","R, SQL",3,5,Often,7.9,Yes,39,Healthcare,1,20,4,2022,Learning a lot
252,45-54,Male,India,Bengaluru,PhD,10,Software Engineer,SQL,AWS,1154170,Intern,51-200,On-site,4,4,"SQL, None, Azure",Python,2,7,Often,9.1,Yes,30,Healthcare,4,20,4,2023,Looking to switch
253,18-24,Other,India,Hyderabad,Masters,2,ML Engineer,SQL,TensorFlow,954596,Freelance,1001-5000,Remote,1,3,"Excel, R, SQL, Tableau",SQL,3,8,Sometimes,9.3,No,58,Healthcare,4,27,3,2023,Looking to switch
254,45-54,Male,India,Pune,PhD,5,Data Scientist,Python,Spark,848700,Full-time,51-200,Remote,1,4,"Excel, AWS, Spark",Java,0,14,Sometimes,9.9,No,44,Retail,0,28,2,2021,Learning a lot
255,35-44,Male,India,Kolkata,Bachelors,3,Data Analyst,R,AWS,570736,Part-time,5000+,Remote,5,5,"Spark, SQL","Java, Python",2,0,Sometimes,6.8,Yes,42,Healthcare,4,30,1,2023,Stressful
256,45-54,Other,India,Delhi,PhD,1,Data Analyst,Power BI,None,437650,Full-time,201-1000,Remote,5,4,"TensorFlow, Excel, Power BI",Scala,2,10,Never,7.5,No,32,Retail,2,6,2,2024,Good place
257,25-34,Female,India,Kolkata,PhD,3,Data Analyst,Excel,None,607957,Part-time,1-50,Hybrid,4,4,"None, TensorFlow, Excel","Scala, Python, R",4,6,Often,4.5,No,45,Healthcare,4,20,4,2021,Looking to switch
258,25-34,Female,India,Delhi,PhD,9,ML Engineer,Python,Tableau,1332778,Freelance,1001-5000,On-site,2,2,"Azure, None, SQL, R","Java, Python, Scala, SQL",1,4,Sometimes,8.4,No,39,Education,0,18,1,2021,Satisfied
259,45-54,Female,India,Bengaluru,PhD,8,Data Analyst,R,AWS,746360,Freelance,5000+,Remote,5,1,None,"SQL, Scala, Java, Python",0,13,Sometimes,3.2,No,54,Consulting,3,20,3,2023,Stressful
260,18-24,Other,India,Pune,Masters,2,Data Scientist,Python,Azure,810040,Full-time,1-50,Hybrid,1,1,"None, AWS","Scala, Java, C++, SQL",4,11,Often,8.1,Yes,34,Finance,0,7,1,2021,Stressful
261,45-54,Other,India,Hyderabad,Bachelors,3,Data Analyst,Power BI,None,565888,Part-time,1-50,Hybrid,4,2,"Spark, Python, SQL, Excel","Scala, Java",3,15,Never,8.6,Yes,36,Healthcare,4,27,4,2021,Learning a lot
262,45-54,Female,India,Kolkata,PhD,1,Data Analyst,R,TensorFlow,467911,Freelance,1-50,Hybrid,4,4,"Power BI, Python, Azure, TensorFlow","C++, R, Python, SQL",5,13,Often,1.3,No,44,Consulting,3,1,2,2023,Stressful
263,45-54,Male,India,Pune,Bachelors,5,BI Analyst,R,None,661130,Intern,51-200,Hybrid,4,4,"AWS, Excel, Power BI","Scala, Python, Java",1,5,Rarely,1.6,No,33,Retail,3,10,2,2022,Satisfied
264,35-44,Female,India,Chennai,Bachelors,0,Data Analyst,SQL,TensorFlow,400000,Full-time,201-1000,Hybrid,1,5,"SQL, Azure","Java, R",2,11,Never,7.7,No,58,Finance,5,28,5,2021,Good place
265,45-54,Male,India,Bengaluru,Diploma,12,BI Analyst,R,Tableau,1088952,Full-time,51-200,On-site,1,2,"Excel, R, AWS","Scala, Python, SQL, R",2,10,Rarely,1.3,Yes,44,Retail,0,8,4,2023,Learning a lot
266,18-24,Female,India,Chennai,PhD,2,Software Engineer,Excel,None,627162,Part-time,51-200,On-site,4,2,"Spark, None","Java, C++, R, Python",3,4,Never,7.2,Yes,32,Healthcare,2,13,2,2024,Good place
267,18-24,Other,India,Delhi,Bachelors,12,BI Analyst,R,Tableau,1186716,Freelance,1001-5000,Hybrid,5,3,"Tableau, Python, R","Scala, Java",3,6,Always,6.3,No,52,Healthcare,5,13,2,2023,Good place
268,35-44,Female,India,Delhi,Bachelors,8,Data Analyst,R,TensorFlow,708856,Part-time,1-50,On-site,5,3,"None, Excel, Python",C++,4,8,Rarely,8.3,No,53,Retail,4,4,1,2023,Learning a lot
269,18-24,Male,India,Kolkata,Diploma,5,Software Engineer,Power BI,AWS,787575,Full-time,1001-5000,Hybrid,2,5,"Tableau, R","Scala, C++, SQL",5,12,Always,7.4,Yes,40,Education,4,7,3,2024,Good place
270,45-54,Female,India,Bengaluru,Diploma,11,Data Scientist,Python,Azure,1013753,Intern,51-200,Hybrid,1,3,"TensorFlow, Azure, None, Spark","C++, Java, Scala",3,15,Often,8.3,Yes,46,Finance,3,23,4,2022,Satisfied
271,25-34,Female,India,Mumbai,Diploma,1,Software Engineer,SQL,TensorFlow,544204,Full-time,5000+,Hybrid,1,1,"TensorFlow, R, Python","Python, R",2,11,Sometimes,3.0,Yes,55,Finance,1,26,5,2024,Good place
272,25-34,Male,India,Kolkata,PhD,4,ML Engineer,Python,Tableau,1073532,Freelance,1-50,Remote,4,4,"TensorFlow, AWS, Tableau","Java, C++, SQL, Python",4,14,Often,6.7,Yes,57,Consulting,2,3,5,2024,Looking to switch
273,35-44,Other,India,Bengaluru,PhD,6,Data Scientist,Excel,None,854806,Part-time,1-50,On-site,3,5,None,SQL,4,1,Always,5.3,No,46,IT,0,22,5,2022,Good place
274,25-34,Male,India,Kolkata,PhD,12,ML Engineer,Python,TensorFlow,1567240,Freelance,1001-5000,On-site,1,4,Tableau,"SQL, Java, Python, R",2,12,Sometimes,1.0,Yes,47,Finance,2,5,2,2023,Good place
275,45-54,Other,India,Hyderabad,Diploma,4,Data Scientist,R,AWS,827568,Full-time,1-50,Hybrid,4,1,"Excel, Spark, Tableau","Java, Python, C++",1,7,Always,5.9,No,46,Education,3,4,3,2021,Learning a lot
276,45-54,Male,India,Mumbai,Diploma,8,BI Analyst,Power BI,None,732544,Full-time,201-1000,On-site,5,1,"Azure, Excel","C++, Java, Scala",0,6,Rarely,3.8,Yes,55,Finance,4,14,5,2024,Good place
277,35-44,Other,India,Hyderabad,Diploma,7,Data Analyst,Python,Azure,665377,Freelance,1001-5000,Hybrid,2,5,"Python, Excel, Azure",R,0,12,Never,8.3,No,58,Retail,1,20,5,2023,Learning a lot
278,45-54,Female,India,Hyderabad,Masters,12,ML Engineer,Excel,Spark,1451596,Freelance,1-50,On-site,2,1,"Python, None, Excel, Spark","Java, C++, Python, R",5,2,Always,0.4,No,51,IT,2,27,4,2023,Looking to switch
279,18-24,Male,India,Mumbai,Masters,12,Data Scientist,SQL,Azure,947356,Part-time,1-50,Hybrid,3,2,TensorFlow,"Scala, SQL, C++",3,11,Never,2.9,Yes,30,Finance,5,13,1,2023,Satisfied
280,25-34,Other,India,Hyderabad,Bachelors,7,Software Engineer,Python,TensorFlow,698828,Full-time,51-200,Hybrid,5,2,"Power BI, Python, Azure","Scala, C++, Java",0,13,Never,8.6,No,43,Retail,2,4,5,2024,Looking to switch
281,18-24,Other,India,Hyderabad,Diploma,8,ML Engineer,Excel,Azure,1289136,Intern,201-1000,Remote,4,2,"SQL, TensorFlow, Python","Scala, Java",0,7,Rarely,1.7,No,32,Consulting,5,4,1,2024,Looking to switch
282,35-44,Female,India,Hyderabad,Diploma,9,Data Analyst,Power BI,Spark,781006,Full-time,201-1000,On-site,2,1,"SQL, AWS, None, Azure",Python,3,10,Never,7.8,Yes,59,Retail,0,10,5,2024,Good place
283,18-24,Other,India,Bengaluru,Masters,10,Data Analyst,Power BI,Azure,662800,Intern,51-200,On-site,5,1,"Spark, AWS, None, SQL","Scala, Python, Java",4,10,Always,2.0,Yes,30,Education,5,3,5,2022,Satisfied
284,35-44,Female,India,Mumbai,PhD,10,Data Scientist,R,Azure,1021840,Part-time,51-200,Remote,1,2,"TensorFlow, Spark, Azure","R, C++, SQL",1,15,Sometimes,6.1,No,41,IT,4,19,2,2021,Stressful
285,18-24,Female,India,Chennai,Bachelors,8,Software Engineer,SQL,None,765512,Full-time,201-1000,Remote,4,4,"TensorFlow, None, Tableau","Java, R, SQL",0,14,Never,5.0,Yes,50,Finance,5,8,4,2022,Stressful
286,35-44,Other,India,Mumbai,Bachelors,11,BI Analyst,Power BI,Spark,674840,Freelance,1-50,Remote,3,1,Excel,"Java, SQL, R",0,0,Rarely,2.1,Yes,37,Healthcare,5,6,3,2022,Stressful
287,25-34,Female,India,Bengaluru,Diploma,0,Data Scientist,SQL,Azure,700000,Full-time,201-1000,Remote,3,4,"Tableau, None","C++, Scala",3,2,Never,1.5,Yes,55,Finance,1,18,4,2023,Learning a lot
288,25-34,Male,India,Kolkata,Bachelors,6,Software Engineer,R,AWS,678416,Freelance,51-200,Remote,3,2,"Power BI, SQL, AWS, TensorFlow","C++, Java",6,11,Often,5.2,Yes,40,Consulting,2,17,4,2024,Looking to switch
289,45-54,Other,India,Kolkata,Diploma,9,ML Engineer,SQL,Spark,1149727,Intern,51-200,Hybrid,2,3,"Spark, TensorFlow, Excel, Tableau","C++, Python, SQL",6,2,Sometimes,4.5,No,37,Education,0,15,5,2023,Looking to switch
290,45-54,Female,India,Chennai,PhD,7,BI Analyst,Excel,AWS,765413,Full-time,51-200,Hybrid,2,3,Tableau,R,6,2,Sometimes,9.3,Yes,33,IT,2,2,5,2022,Learning a lot
291,35-44,Female,India,Chennai,Masters,10,Data Scientist,SQL,None,1295850,Part-time,5000+,Hybrid,1,3,"Tableau, Spark, TensorFlow",Java,5,4,Often,2.4,Yes,45,Finance,4,19,5,2024,Looking to switch
292,18-24,Female,India,Kolkata,Bachelors,12,ML Engineer,Power BI,None,1418476,Part-time,1001-5000,Hybrid,5,1,"Excel, TensorFlow, None","Scala, Python, Java",6,11,Sometimes,2.3,No,51,Retail,5,18,3,2023,Satisfied
293,18-24,Male,India,Hyderabad,Masters,9,Data Analyst,R,None,935662,Intern,1001-5000,Remote,4,1,"Power BI, AWS, SQL, Tableau","Scala, R, Python, Java",0,5,Never,8.3,No,30,Finance,1,3,4,2023,Stressful
294,18-24,Female,India,Bengaluru,Masters,4,Data Scientist,R,Tableau,825040,Freelance,1001-5000,Hybrid,2,1,"Azure, Spark","Scala, Python, Java, C++",1,6,Sometimes,4.4,No,35,Education,4,10,5,2022,Satisfied
295,25-34,Male,India,Hyderabad,PhD,4,BI Analyst,Python,Azure,688556,Part-time,5000+,Hybrid,5,4,"AWS, TensorFlow, Python, SQL","Scala, Java, R",5,9,Often,6.2,Yes,43,Finance,1,29,5,2024,Looking to switch
296,25-34,Other,India,Pune,Diploma,10,BI Analyst,Power BI,None,678610,Part-time,51-200,Hybrid,5,3,Power BI,"Java, C++, Python, SQL",0,3,Always,7.7,No,43,Retail,1,9,2,2021,Looking to switch
297,45-54,Female,India,Chennai,PhD,1,Data Analyst,SQL,Azure,422475,Full-time,201-1000,Remote,2,3,"AWS, None, SQL, Azure","Scala, Java",1,15,Sometimes,8.4,Yes,56,IT,4,4,2,2023,Good place
298,45-54,Male,India,Bengaluru,Diploma,11,Software Engineer,Excel,Spark,1037658,Freelance,51-200,Remote,1,5,"AWS, Python",Java,5,9,Often,0.6,Yes,31,Retail,1,30,2,2023,Stressful
299,18-24,Female,India,Bengaluru,Diploma,1,Data Scientist,Excel,Spark,764561,Full-time,51-200,Remote,2,2,Spark,R,2,6,Always,2.2,No,60,Retail,0,8,2,2021,Learning a lot
300,18-24,Female,India,Delhi,Masters,2,ML Engineer,Python,Azure,917886,Intern,51-200,Remote,3,5,"Python, SQL, Power BI","R, C++, Java, Python",5,5,Sometimes,9.6,No,50,Consulting,3,22,2,2023,Stressful
301,45-54,Male,India,Chennai,Diploma,10,ML Engineer,R,TensorFlow,1344190,Intern,5000+,On-site,2,5,Power BI,C++,6,3,Sometimes,2.4,No,54,Finance,4,3,1,2022,Learning a lot
302,25-34,Male,India,Mumbai,Bachelors,4,BI Analyst,Python,Spark,720132,Intern,201-1000,Remote,3,3,Azure,"Scala, R, Python, Java",6,10,Sometimes,2.5,Yes,59,Consulting,1,26,2,2024,Satisfied
303,45-54,Other,India,Bengaluru,Diploma,2,ML Engineer,Power BI,Tableau,915226,Full-time,51-200,Remote,2,1,"TensorFlow, Azure","SQL, C++",0,13,Often,3.2,Yes,37,Retail,1,20,2,2023,Learning a lot
304,25-34,Female,India,Kolkata,PhD,7,Software Engineer,Python,AWS,822693,Intern,51-200,Hybrid,4,4,"Excel, AWS, Python, Spark","Python, R, SQL, C++",5,5,Sometimes,3.9,No,44,Healthcare,3,18,5,2024,Good place
305,45-54,Male,India,Hyderabad,Bachelors,2,ML Engineer,Python,Tableau,955626,Freelance,1001-5000,Hybrid,4,4,"Spark, AWS, R",Java,0,3,Often,9.3,Yes,36,Retail,2,25,3,2024,Learning a lot
306,45-54,Female,India,Delhi,Bachelors,10,Data Analyst,SQL,Azure,622610,Freelance,1-50,On-site,2,3,"None, Excel, R, Power BI","Python, Scala",6,2,Often,4.0,Yes,46,Finance,3,6,4,2023,Learning a lot
307,45-54,Other,India,Chennai,PhD,8,Software Engineer,Python,Tableau,993536,Freelance,51-200,Hybrid,2,4,"Python, Excel, AWS",Python,0,13,Always,4.2,No,53,Retail,1,6,3,2022,Stressful
308,25-34,Other,India,Bengaluru,PhD,7,Data Scientist,R,Spark,925155,Part-time,1-50,On-site,2,2,"Spark, AWS, SQL","Python, R",0,12,Never,2.8,No,30,Education,1,16,4,2021,Good place
309,18-24,Other,India,Pune,Diploma,4,Data Analyst,Python,Spark,616924,Full-time,1001-5000,On-site,5,3,"AWS, Tableau, Spark, TensorFlow","Scala, R, C++",6,7,Sometimes,6.7,No,49,IT,2,28,3,2021,Good place
310,45-54,Other,India,Kolkata,Bachelors,11,BI Analyst,Python,TensorFlow,758594,Freelance,51-200,Hybrid,4,5,"Azure, Spark, Power BI, Python","Python, R, Scala",6,10,Often,2.4,No,42,Consulting,4,26,1,2023,Looking to switch
311,18-24,Other,India,Mumbai,Masters,10,BI Analyst,R,Spark,1116570,Part-time,5000+,On-site,5,1,"AWS, SQL","Scala, C++, Java",1,14,Never,4.9,Yes,37,Finance,1,25,1,2021,Looking to switch
312,35-44,Female,India,Kolkata,Masters,2,Data Analyst,SQL,None,473766,Intern,1-50,On-site,2,5,"SQL, Tableau, Power BI, None","Java, Scala, C++",6,7,Rarely,2.7,No,32,IT,0,11,5,2022,Good place
313,25-34,Female,India,Mumbai,Diploma,5,Software Engineer,Excel,Tableau,793350,Part-time,1001-5000,Hybrid,3,3,"Azure, TensorFlow","Python, Java",0,14,Sometimes,1.5,No,56,Finance,3,22,4,2022,Satisfied
314,18-24,Other,India,Chennai,Masters,2,ML Engineer,R,None,906182,Freelance,5000+,Hybrid,2,4,"Spark, Python, Tableau","Scala, SQL",6,7,Never,9.2,Yes,57,Retail,5,13,3,2022,Good place
315,35-44,Female,India,Delhi,PhD,6,Software Engineer,Excel,Azure,773768,Full-time,5000+,On-site,3,3,"Azure, Spark",SQL,2,1,Sometimes,4.6,Yes,48,Finance,3,23,4,2023,Stressful
316,25-34,Other,India,Delhi,Diploma,3,Data Scientist,Excel,None,873181,Full-time,51-200,Hybrid,4,2,SQL,"Java, SQL, Python",0,10,Always,4.4,Yes,50,Consulting,3,8,1,2021,Stressful
317,35-44,Other,India,Pune,Bachelors,7,BI Analyst,Power BI,None,897699,Full-time,1001-5000,On-site,4,3,"Tableau, Python, SQL, Azure",Python,3,7,Never,5.9,No,38,Consulting,5,4,5,2022,Looking to switch
318,45-54,Female,India,Pune,Bachelors,10,BI Analyst,Python,AWS,691610,Part-time,1001-5000,On-site,1,4,"SQL, Azure, TensorFlow, None","Scala, Python",1,5,Never,5.6,No,33,IT,1,19,2,2022,Good place
319,18-24,Male,India,Bengaluru,Masters,4,Software Engineer,Excel,TensorFlow,624984,Intern,1-50,Remote,3,1,"None, Azure, AWS","C++, Java",5,10,Always,9.1,No,49,Education,4,7,1,2021,Stressful
320,25-34,Female,India,Kolkata,Bachelors,3,Data Analyst,SQL,TensorFlow,568540,Part-time,5000+,Hybrid,3,2,"SQL, Azure, R, TensorFlow","Scala, SQL, Java, C++",0,8,Often,9.4,Yes,47,Finance,0,21,3,2022,Learning a lot
321,25-34,Female,India,Kolkata,Bachelors,10,Software Engineer,Excel,Azure,948340,Full-time,5000+,Remote,1,3,Azure,Scala,4,13,Never,3.4,Yes,41,Healthcare,2,5,2,2023,Good place
322,25-34,Female,India,Bengaluru,Diploma,6,Data Analyst,SQL,TensorFlow,806386,Freelance,5000+,Hybrid,1,5,"TensorFlow, R, Azure","C++, Python, Scala",1,10,Often,1.9,No,45,Education,1,9,1,2022,Stressful
323,35-44,Male,India,Delhi,Masters,6,Data Scientist,SQL,None,1059346,Intern,1001-5000,Remote,4,3,"Azure, R, TensorFlow, Spark","R, Python",2,13,Sometimes,8.5,Yes,32,Consulting,1,3,2,2021,Good place
324,45-54,Male,India,Mumbai,Bachelors,8,ML Engineer,Power BI,Azure,1280008,Full-time,1001-5000,Remote,5,2,Spark,"SQL, C++, Python",4,14,Rarely,6.8,Yes,35,IT,2,27,2,2023,Good place
325,45-54,Male,India,Chennai,Diploma,7,BI Analyst,Excel,None,704576,Full-time,201-1000,Hybrid,4,3,"Power BI, Python, Spark","R, C++",6,1,Often,8.9,No,31,Healthcare,0,20,4,2023,Learning a lot
326,18-24,Female,India,Delhi,Bachelors,1,ML Engineer,Power BI,AWS,870580,Full-time,1001-5000,Hybrid,2,1,"Spark, SQL","Python, SQL, R, Scala",3,12,Sometimes,3.1,No,58,Finance,4,26,3,2021,Looking to switch
327,25-34,Female,India,Delhi,PhD,2,BI Analyst,Python,AWS,582958,Part-time,1-50,Remote,3,1,"Spark, None","Python, SQL, C++",3,8,Never,4.3,No,55,Consulting,5,5,3,2024,Satisfied
328,18-24,Male,India,Kolkata,Diploma,2,BI Analyst,SQL,Spark,535104,Full-time,51-200,Remote,3,4,Spark,"R, Scala, Java, Python",6,13,Rarely,6.2,Yes,37,Healthcare,0,28,3,2022,Looking to switch
329,18-24,Other,India,Delhi,Bachelors,7,Data Scientist,SQL,TensorFlow,1128512,Part-time,51-200,Remote,2,4,R,"SQL, Java",0,6,Never,8.7,No,43,Education,2,23,2,2022,Learning a lot
330,18-24,Other,India,Mumbai,Diploma,7,BI Analyst,Excel,Tableau,713515,Freelance,201-1000,Hybrid,4,2,"Python, Excel, None",Python,5,10,Rarely,2.9,No,59,Education,0,14,2,2023,Looking to switch
331,35-44,Male,India,Bengaluru,Diploma,5,ML Engineer,R,Spark,1058530,Freelance,201-1000,On-site,5,5,"Power BI, R, None","Python, Scala, SQL, R",5,3,Never,5.9,Yes,36,Consulting,3,30,1,2021,Satisfied
332,35-44,Other,India,Mumbai,Bachelors,5,Software Engineer,R,None,650355,Full-time,51-200,Remote,4,5,"Azure, Tableau, TensorFlow","Scala, Python, Java, C++",3,13,Always,9.3,Yes,35,Education,2,23,2,2023,Good place
333,25-34,Other,India,Kolkata,PhD,0,Software Engineer,Power BI,None,500000,Full-time,51-200,Hybrid,5,4,"Spark, TensorFlow, R, Power BI","Python, SQL",4,6,Always,7.0,No,46,Consulting,5,17,3,2023,Stressful
334,35-44,Other,India,Bengaluru,Bachelors,11,ML Engineer,SQL,Tableau,1454637,Part-time,201-1000,Remote,2,3,"R, Python","SQL, C++",0,0,Sometimes,6.4,No,40,IT,5,29,5,2023,Stressful
335,35-44,Female,India,Bengaluru,Diploma,9,BI Analyst,Excel,Spark,1060848,Freelance,51-200,Hybrid,1,5,Spark,"Scala, C++, SQL",6,14,Rarely,3.3,Yes,48,Consulting,3,5,4,2022,Looking to switch
336,45-54,Male,India,Mumbai,Bachelors,2,ML Engineer,Power BI,Spark,913082,Part-time,5000+,Hybrid,2,3,R,"SQL, Java",5,6,Never,1.5,No,37,Retail,5,13,1,2022,Good place
337,45-54,Female,India,Bengaluru,Diploma,1,Software Engineer,Python,None,522866,Part-time,51-200,Remote,3,2,Python,C++,5,10,Never,2.1,No,54,Education,3,27,2,2023,Learning a lot
338,25-34,Male,India,Pune,Masters,2,BI Analyst,R,Tableau,492778,Full-time,1-50,On-site,3,1,"Excel, Python, Power BI, TensorFlow","Java, Scala",1,11,Sometimes,2.3,No,51,Consulting,0,16,2,2021,Stressful
339,35-44,Male,India,Pune,Masters,4,Data Analyst,Python,AWS,502228,Full-time,5000+,Remote,2,4,"TensorFlow, Excel, Spark","Scala, R",4,9,Sometimes,8.8,No,59,Retail,5,12,3,2021,Good place
340,25-34,Female,India,Hyderabad,PhD,12,Data Scientist,Power BI,None,1316248,Full-time,1-50,On-site,4,3,"SQL, Tableau","SQL, Java",2,10,Often,4.3,No,49,Consulting,2,5,2,2024,Looking to switch
341,45-54,Other,India,Pune,Bachelors,7,Software Engineer,Power BI,Tableau,906518,Intern,5000+,On-site,2,1,"Tableau, Python","Python, R",4,15,Rarely,9.2,Yes,59,Healthcare,2,28,2,2023,Looking to switch
342,45-54,Male,India,Hyderabad,Bachelors,8,Data Scientist,Python,None,932240,Full-time,51-200,Hybrid,1,4,"Python, SQL, TensorFlow","C++, SQL, Python, Java",2,4,Never,2.5,Yes,48,Retail,1,25,2,2024,Stressful
343,35-44,Female,India,Mumbai,Masters,11,Software Engineer,Power BI,None,1221193,Full-time,201-1000,Remote,2,1,TensorFlow,"C++, SQL",0,12,Often,6.8,No,47,Consulting,2,30,5,2023,Stressful
344,35-44,Male,India,Pune,PhD,2,BI Analyst,SQL,None,517768,Intern,5000+,Remote,2,4,"Azure, TensorFlow",Scala,3,15,Sometimes,6.6,No,56,Retail,1,2,3,2024,Stressful
345,18-24,Male,India,Chennai,Masters,1,ML Engineer,Python,Spark,888494,Part-time,5000+,Remote,1,2,R,"C++, SQL",5,1,Rarely,2.8,Yes,48,Retail,0,2,3,2021,Learning a lot
346,35-44,Female,India,Pune,Bachelors,5,Data Analyst,Excel,Azure,737790,Freelance,51-200,On-site,1,3,"Azure, SQL, None, Excel",C++,6,12,Often,5.9,Yes,39,Finance,1,22,4,2021,Good place
347,25-34,Other,India,Hyderabad,Masters,3,Data Scientist,Power BI,Spark,826654,Freelance,201-1000,On-site,4,1,"Power BI, None, SQL, Excel","Python, Scala, SQL, Java",4,2,Often,1.0,No,35,Healthcare,1,3,3,2023,Learning a lot
348,25-34,Other,India,Kolkata,PhD,1,Data Analyst,Excel,Azure,436778,Intern,51-200,Remote,5,4,Tableau,"Java, Scala, SQL",3,11,Always,8.5,No,41,IT,5,14,5,2024,Learning a lot
349,18-24,Other,India,Kolkata,Bachelors,9,Data Analyst,R,Tableau,671161,Full-time,201-1000,Hybrid,2,5,"SQL, Power BI, Spark, AWS",R,3,14,Always,9.0,No,33,IT,1,24,1,2024,Looking to switch
350,35-44,Male,India,Chennai,Masters,6,Data Scientist,R,Azure,903610,Intern,1-50,Hybrid,4,1,"AWS, Excel","R, C++",0,12,Never,9.4,No,55,Retail,3,7,1,2022,Good place
351,35-44,Other,India,Hyderabad,Diploma,4,BI Analyst,SQL,Tableau,601800,Intern,1-50,Hybrid,4,4,"None, R","Python, Scala",3,10,Sometimes,1.7,No,60,Retail,3,16,5,2022,Looking to switch
352,45-54,Male,India,Pune,Bachelors,11,ML Engineer,Python,None,1551525,Part-time,201-1000,On-site,3,1,"AWS, Excel","R, Python, Java, SQL",4,0,Often,9.4,Yes,50,Retail,5,19,1,2021,Stressful
353,25-34,Other,India,Mumbai,Bachelors,6,Data Scientist,Excel,Spark,895162,Full-time,201-1000,Hybrid,1,3,"Azure, SQL, AWS","Java, Scala, R, SQL",6,13,Always,9.7,No,33,Finance,3,14,3,2022,Satisfied
354,45-54,Female,India,Chennai,PhD,2,Software Engineer,Excel,None,621312,Full-time,1-50,Remote,1,1,"SQL, AWS, Azure, None","C++, Scala, Python, R",2,13,Rarely,2.3,No,47,Retail,0,7,4,2021,Learning a lot
355,45-54,Male,India,Chennai,Bachelors,6,BI Analyst,R,AWS,675228,Freelance,201-1000,Hybrid,2,1,"Python, None, TensorFlow, Excel","C++, Scala, R",2,5,Always,9.9,Yes,47,Retail,1,20,4,2021,Satisfied
356,45-54,Other,India,Hyderabad,PhD,2,BI Analyst,Excel,TensorFlow,510766,Intern,51-200,Remote,2,5,None,"Scala, R, SQL, Java",1,2,Never,0.4,Yes,50,Education,1,1,5,2021,Satisfied
357,25-34,Female,India,Delhi,Masters,0,BI Analyst,SQL,Spark,450000,Part-time,201-1000,Remote,5,2,"R, Python, None, SQL","Scala, Python",5,3,Never,4.6,Yes,33,Finance,2,9,2,2021,Good place
358,25-34,Female,India,Bengaluru,PhD,5,BI Analyst,Python,Azure,574105,Intern,1-50,Remote,4,4,"None, AWS, Excel","R, Python",1,1,Never,9.8,No,45,Education,4,18,1,2022,Satisfied
359,25-34,Other,India,Bengaluru,Diploma,1,ML Engineer,R,TensorFlow,919870,Part-time,51-200,Hybrid,1,2,Tableau,"SQL, Python",5,4,Sometimes,2.8,Yes,60,IT,2,23,5,2023,Looking to switch
360,45-54,Male,India,Chennai,Bachelors,6,BI Analyst,SQL,None,852090,Freelance,1001-5000,Remote,5,5,"Excel, Power BI, AWS","Java, Scala, R, SQL",4,3,Always,3.9,Yes,48,Healthcare,2,29,1,2024,Stressful
361,35-44,Other,India,Mumbai,Masters,8,Data Analyst,R,None,838128,Freelance,1001-5000,Remote,1,2,"Spark, Excel, Tableau","Python, SQL",5,11,Sometimes,1.5,No,33,IT,2,23,1,2023,Stressful
